section,title,practice_areas_pipe,priority,official_url
2941.17,Description of writing by usual name or purport,Criminal Defense,P2,https://codes.ohio.gov/ohio-revised-code/section-2941.17
2941.18,Perjury or falsification allegations,Criminal Defense,P2,https://codes.ohio.gov/ohio-revised-code/section-2941.18
2941.19,Allegations involving intent to defraud,Criminal Defense,P2,https://codes.ohio.gov/ohio-revised-code/section-2941.19
2941.20,"Allegations involving sale, possession, transportation, buying, or giving intoxicating liquor",Criminal Defense,P2,https://codes.ohio.gov/ohio-revised-code/section-2941.20
2941.21,Allegations involving property belonging to partners or joint owners,Criminal Defense,P2,https://codes.ohio.gov/ohio-revised-code/section-2941.21
2941.22,"Allegations involving ownership or value of will, codicil, or other testamentary instrument",Criminal Defense,P2,https://codes.ohio.gov/ohio-revised-code/section-2941.22
2941.23,Allegations involving elections,Criminal Defense,P2,https://codes.ohio.gov/ohio-revised-code/section-2941.23
2941.25,Allied offenses of similar import - multiple counts,Criminal Defense,P2,https://codes.ohio.gov/ohio-revised-code/section-2941.25
2941.26,Variance between indictment and evidence,Criminal Defense,P2,https://codes.ohio.gov/ohio-revised-code/section-2941.26
2941.27,Plea in abatement or other dilatory plea,Criminal Defense,P2,https://codes.ohio.gov/ohio-revised-code/section-2941.27
2941.28,Misjoinder of parties or offenses not grounds for dismissal,Criminal Defense,P2,https://codes.ohio.gov/ohio-revised-code/section-2941.28
2941.29,Objection to defect in indictment or information,Criminal Defense,P2,https://codes.ohio.gov/ohio-revised-code/section-2941.29
2941.30,"Amending indictment, information, or bill of particulars",Criminal Defense,P2,https://codes.ohio.gov/ohio-revised-code/section-2941.30
2941.31,Quashed indictment - nolle prosequi,Criminal Defense,P2,https://codes.ohio.gov/ohio-revised-code/section-2941.31
2941.32,Two or more indictments pending,Criminal Defense,P2,https://codes.ohio.gov/ohio-revised-code/section-2941.32
2941.33,Nolle prosequi how entered,Criminal Defense,P2,https://codes.ohio.gov/ohio-revised-code/section-2941.33
2941.34,"Indictment or information mutilated, obliterated, lost, mislaid, or destroyed",Criminal Defense,P2,https://codes.ohio.gov/ohio-revised-code/section-2941.34
2941.35,Misdemeanor prosecutions,Criminal Defense,P2,https://codes.ohio.gov/ohio-revised-code/section-2941.35
2941.36,Issuing arrest warrants,Criminal Defense,P2,https://codes.ohio.gov/ohio-revised-code/section-2941.36
2941.37,Warrant when accused resides out of county,Criminal Defense,P2,https://codes.ohio.gov/ohio-revised-code/section-2941.37
2941.38,Warrant when accused escapes,Criminal Defense,P2,https://codes.ohio.gov/ohio-revised-code/section-2941.38
2941.39,Indictment of convict in a state correctional institution,Criminal Defense,P2,https://codes.ohio.gov/ohio-revised-code/section-2941.39
2941.40,Convicts removed to county for sentence or trial,Criminal Defense,P2,https://codes.ohio.gov/ohio-revised-code/section-2941.40
2941.401,Request for a final disposition on pending charges by prisoner,Criminal Defense,P2,https://codes.ohio.gov/ohio-revised-code/section-2941.401
2941.41,Request for a final disposition on pending charges by prisoner - warrant,Criminal Defense,P2,https://codes.ohio.gov/ohio-revised-code/section-2941.41
2941.42,Request for a final disposition on pending charges by prisoner - confinement,Criminal Defense,P2,https://codes.ohio.gov/ohio-revised-code/section-2941.42
2941.43,Request for a final disposition on pending charges by prisoner - disposition following trial,Criminal Defense,P2,https://codes.ohio.gov/ohio-revised-code/section-2941.43
2941.44,Arrest of escaped convict - expense of return,Criminal Defense,P2,https://codes.ohio.gov/ohio-revised-code/section-2941.44
2941.45,Trial of person serving workhouse sentence,Criminal Defense,P2,https://codes.ohio.gov/ohio-revised-code/section-2941.45
2941.46,Arrest for violations of conditional pardon or parole,Criminal Defense,P2,https://codes.ohio.gov/ohio-revised-code/section-2941.46
2941.47,Summons on informations and indictments against corporations,Criminal Defense,P2,https://codes.ohio.gov/ohio-revised-code/section-2941.47
2941.48,Recognizance of witnesses for appearance at trial,Criminal Defense,P2,https://codes.ohio.gov/ohio-revised-code/section-2941.48
2941.49,Service of indictments,Criminal Defense,P2,https://codes.ohio.gov/ohio-revised-code/section-2941.49
2941.51,Counsel for indigents,Criminal Defense,P2,https://codes.ohio.gov/ohio-revised-code/section-2941.51
2941.53,Methods of excepting an indictment,Criminal Defense,P2,https://codes.ohio.gov/ohio-revised-code/section-2941.53
2941.54,Motion to quash indictment,Criminal Defense,P2,https://codes.ohio.gov/ohio-revised-code/section-2941.54
2941.55,Plea in abatement to indictment,Criminal Defense,P2,https://codes.ohio.gov/ohio-revised-code/section-2941.55
2941.56,Fail to indict in true name,Criminal Defense,P2,https://codes.ohio.gov/ohio-revised-code/section-2941.56
2941.57,Demurrer,Criminal Defense,P2,https://codes.ohio.gov/ohio-revised-code/section-2941.57
2941.58,Resubmission to grand jury,Criminal Defense,P2,https://codes.ohio.gov/ohio-revised-code/section-2941.58
2941.59,Waiver of defects which may be excepted to,Criminal Defense,P2,https://codes.ohio.gov/ohio-revised-code/section-2941.59
2941.60,Prosecuting attorney may demur to plea in abatement,Criminal Defense,P2,https://codes.ohio.gov/ohio-revised-code/section-2941.60
2941.61,Overruling demurrer to plea in abatement,Criminal Defense,P2,https://codes.ohio.gov/ohio-revised-code/section-2941.61
2941.62,"Immediate hearing on motions to quash, pleas in abatement, and demurrers",Criminal Defense,P2,https://codes.ohio.gov/ohio-revised-code/section-2941.62
2941.63,Appointment of counsel to assist prosecutor when public interest requires it,Criminal Defense,P2,https://codes.ohio.gov/ohio-revised-code/section-2941.63
2943.01,Arraignment and plea definitions,Criminal Defense,P2,https://codes.ohio.gov/ohio-revised-code/section-2943.01
2943.02,Arraignment,Criminal Defense,P2,https://codes.ohio.gov/ohio-revised-code/section-2943.02
2943.03,Pleas to indictment,Criminal Defense,P2,https://codes.ohio.gov/ohio-revised-code/section-2943.03
2943.031,"Court to advise defendant as to possible deportation, exclusion or denial of naturalization upon guilty or no contest plea",Criminal Defense,P2,https://codes.ohio.gov/ohio-revised-code/section-2943.031
2943.032,Court to advise defendant as to possible extension of prison term,Criminal Defense,P2,https://codes.ohio.gov/ohio-revised-code/section-2943.032
2943.033,Court to advise defendant of possible firearm restrictions,Criminal Defense,P2,https://codes.ohio.gov/ohio-revised-code/section-2943.033
2943.04,Form of plea,Criminal Defense,P2,https://codes.ohio.gov/ohio-revised-code/section-2943.04
2943.05,Form of plea of former conviction,Criminal Defense,P2,https://codes.ohio.gov/ohio-revised-code/section-2943.05
2943.06,Trial of issue on plea of former conviction,Criminal Defense,P2,https://codes.ohio.gov/ohio-revised-code/section-2943.06
2943.07,What is not former acquittal,Criminal Defense,P2,https://codes.ohio.gov/ohio-revised-code/section-2943.07
2943.08,What is former acquittal,Criminal Defense,P2,https://codes.ohio.gov/ohio-revised-code/section-2943.08
2943.09,Conviction or acquittal of a higher offense,Criminal Defense,P2,https://codes.ohio.gov/ohio-revised-code/section-2943.09
2943.10,Proceedings after verdict on plea in bar,Criminal Defense,P2,https://codes.ohio.gov/ohio-revised-code/section-2943.10
2945.01,Trial definitions,Criminal Defense,P2,https://codes.ohio.gov/ohio-revised-code/section-2945.01
2945.02,Setting and continuing cases,Criminal Defense,P2,https://codes.ohio.gov/ohio-revised-code/section-2945.02
2945.03,Control of trial,Criminal Defense,P2,https://codes.ohio.gov/ohio-revised-code/section-2945.03
2945.04,"Orders to prevent Intimidation of attorney, victim or witness in criminal case",Criminal Defense,P2,https://codes.ohio.gov/ohio-revised-code/section-2945.04
2945.05,Defendant may waive jury trial,Criminal Defense,P2,https://codes.ohio.gov/ohio-revised-code/section-2945.05
2945.06,Procedure for trial by court,Criminal Defense,P2,https://codes.ohio.gov/ohio-revised-code/section-2945.06
2945.08,Prosecution in wrong county - proceeding,Criminal Defense,P2,https://codes.ohio.gov/ohio-revised-code/section-2945.08
2945.09,Grounds for objection,Criminal Defense,P2,https://codes.ohio.gov/ohio-revised-code/section-2945.09
2945.10,Order of proceedings of trial,Criminal Defense,P2,https://codes.ohio.gov/ohio-revised-code/section-2945.10
2945.11,Charge to the jury as to law and fact,Criminal Defense,P2,https://codes.ohio.gov/ohio-revised-code/section-2945.11
2945.12,When accused may be tried in his absence,Criminal Defense,P2,https://codes.ohio.gov/ohio-revised-code/section-2945.12
2945.13,Joint trials in felony cases,Criminal Defense,P2,https://codes.ohio.gov/ohio-revised-code/section-2945.13
2945.14,Mistake in charging offense,Criminal Defense,P2,https://codes.ohio.gov/ohio-revised-code/section-2945.14
2945.15,Discharge of defendant,Criminal Defense,P2,https://codes.ohio.gov/ohio-revised-code/section-2945.15
2945.16,View of the premises - expenses of view,Criminal Defense,P2,https://codes.ohio.gov/ohio-revised-code/section-2945.16
2945.17,Right to jury trial,Criminal Defense,P2,https://codes.ohio.gov/ohio-revised-code/section-2945.17
2945.171,Written verdicts,Criminal Defense,P2,https://codes.ohio.gov/ohio-revised-code/section-2945.171
2945.20,Separate trial for capital offense,Criminal Defense,P2,https://codes.ohio.gov/ohio-revised-code/section-2945.20
2945.21,Peremptory challenges,Criminal Defense,P2,https://codes.ohio.gov/ohio-revised-code/section-2945.21
2945.23,When peremptory challenges required,Criminal Defense,P2,https://codes.ohio.gov/ohio-revised-code/section-2945.23
2945.24,Jury trial,Criminal Defense,P2,https://codes.ohio.gov/ohio-revised-code/section-2945.24
2945.25,Challenges for cause,Criminal Defense,P2,https://codes.ohio.gov/ohio-revised-code/section-2945.25
2945.26,Challenge for cause,Criminal Defense,P2,https://codes.ohio.gov/ohio-revised-code/section-2945.26
2945.27,Challenges for cause to be made before jury sworn,Criminal Defense,P2,https://codes.ohio.gov/ohio-revised-code/section-2945.27
2945.28,Form of oath to jury,Criminal Defense,P2,https://codes.ohio.gov/ohio-revised-code/section-2945.28
2945.29,Jurors becoming unable to perform duties,Criminal Defense,P2,https://codes.ohio.gov/ohio-revised-code/section-2945.29
2945.30,Medical attendance of juror,Criminal Defense,P2,https://codes.ohio.gov/ohio-revised-code/section-2945.30
2945.31,Separation of jurors,Criminal Defense,P2,https://codes.ohio.gov/ohio-revised-code/section-2945.31
2945.32,Oath to officers if jury sequestered,Criminal Defense,P2,https://codes.ohio.gov/ohio-revised-code/section-2945.32
2945.33,Supervision of jury after case submitted to them,Criminal Defense,P2,https://codes.ohio.gov/ohio-revised-code/section-2945.33
2945.34,Admonition if jurors separate during trial,Criminal Defense,P2,https://codes.ohio.gov/ohio-revised-code/section-2945.34
2945.35,Papers the jury may take,Criminal Defense,P2,https://codes.ohio.gov/ohio-revised-code/section-2945.35
2945.36,For what cause jury may be discharged,Criminal Defense,P2,https://codes.ohio.gov/ohio-revised-code/section-2945.36
2945.37,Competency to stand trial definitions - hearing,Criminal Defense,P2,https://codes.ohio.gov/ohio-revised-code/section-2945.37
2945.371,Evaluations and reports of the defendant's mental condition,Criminal Defense,P2,https://codes.ohio.gov/ohio-revised-code/section-2945.371
2945.38,Competence to stand trial,Criminal Defense,P2,https://codes.ohio.gov/ohio-revised-code/section-2945.38
2945.39,Expiration of the maximum time for treatment for incompetency,Criminal Defense,P2,https://codes.ohio.gov/ohio-revised-code/section-2945.39
2945.391,Not guilty by reason of insanity finding,Criminal Defense,P2,https://codes.ohio.gov/ohio-revised-code/section-2945.391
2945.392,Expert testimony of the battered woman syndrome,Criminal Defense,P2,https://codes.ohio.gov/ohio-revised-code/section-2945.392
2945.40,Acquittal by reason of insanity,Criminal Defense,P2,https://codes.ohio.gov/ohio-revised-code/section-2945.40
2945.401,Incompetency finding or insanity acquittal continuing jurisdiction of court,Criminal Defense,P2,https://codes.ohio.gov/ohio-revised-code/section-2945.401
2945.402,Conditional release,Criminal Defense,P2,https://codes.ohio.gov/ohio-revised-code/section-2945.402
2945.41,Rules applicable in criminal cases,Criminal Defense,P2,https://codes.ohio.gov/ohio-revised-code/section-2945.41
2945.42,Competency of witnesses,Criminal Defense,P2,https://codes.ohio.gov/ohio-revised-code/section-2945.42
2945.43,Defendant may testify,Criminal Defense,P2,https://codes.ohio.gov/ohio-revised-code/section-2945.43
2945.44,Witnesses turning state's evidence,Criminal Defense,P2,https://codes.ohio.gov/ohio-revised-code/section-2945.44
2945.45,Subpoenas to issue to any county,Criminal Defense,P2,https://codes.ohio.gov/ohio-revised-code/section-2945.45
2945.451,Employer may not penalize employee for being subpoenaed to criminal proceeding,Criminal Defense,P2,https://codes.ohio.gov/ohio-revised-code/section-2945.451
2945.46,Attendance of witness enforced,Criminal Defense,P2,https://codes.ohio.gov/ohio-revised-code/section-2945.46
2945.47,Testimony of prisoner,Criminal Defense,P2,https://codes.ohio.gov/ohio-revised-code/section-2945.47
2945.48,Witness may be placed in jail,Criminal Defense,P2,https://codes.ohio.gov/ohio-revised-code/section-2945.48
2945.481,Testimony of child victim,Criminal Defense,P2,https://codes.ohio.gov/ohio-revised-code/section-2945.481
2945.482,Taking testimony of a victim with a developmental disability,Criminal Defense,P2,https://codes.ohio.gov/ohio-revised-code/section-2945.482
2945.483,Rights when testifying of child or person with developmental disability,Criminal Defense,P2,https://codes.ohio.gov/ohio-revised-code/section-2945.483
2945.49,Testimony of witness who dies or cannot be produced - videotape of preliminary hearing testimony of child victim,Criminal Defense,P2,https://codes.ohio.gov/ohio-revised-code/section-2945.49
2945.491,Taking testimony of a victim with a developmental disability,Criminal Defense,P2,https://codes.ohio.gov/ohio-revised-code/section-2945.491
2945.50,Application for deposition in criminal cases,Criminal Defense,P2,https://codes.ohio.gov/ohio-revised-code/section-2945.50
2945.51,When imprisoned defendant may be taken to deposition - expenses,Criminal Defense,P2,https://codes.ohio.gov/ohio-revised-code/section-2945.51
2945.52,Counsel appointed shall represent the defendant,Criminal Defense,P2,https://codes.ohio.gov/ohio-revised-code/section-2945.52
2945.53,Right of accused to examine witness,Criminal Defense,P2,https://codes.ohio.gov/ohio-revised-code/section-2945.53
2945.54,Conduct of examination,Criminal Defense,P2,https://codes.ohio.gov/ohio-revised-code/section-2945.54
2945.55,Testimony of previous identification,Criminal Defense,P2,https://codes.ohio.gov/ohio-revised-code/section-2945.55
2945.56,Rebuttal of defendant's character evidence,Criminal Defense,P2,https://codes.ohio.gov/ohio-revised-code/section-2945.56
2945.57,Number of witnesses to character,Criminal Defense,P2,https://codes.ohio.gov/ohio-revised-code/section-2945.57
2945.58,Alibi,Criminal Defense,P2,https://codes.ohio.gov/ohio-revised-code/section-2945.58
2945.59,Proof of defendant's motive,Criminal Defense,P2,https://codes.ohio.gov/ohio-revised-code/section-2945.59
2945.63,Child pornography offered as evidence; custody,Criminal Defense,P2,https://codes.ohio.gov/ohio-revised-code/section-2945.63
2945.64,Embezzlement prima-facie evidence,Criminal Defense,P2,https://codes.ohio.gov/ohio-revised-code/section-2945.64
2945.65,Evidence obtained as part of test to determine pregnancy,Criminal Defense,P2,https://codes.ohio.gov/ohio-revised-code/section-2945.65
2945.67,Appeal by state by leave of court,Criminal Defense,P2,https://codes.ohio.gov/ohio-revised-code/section-2945.67
2945.71,Time for trial,Criminal Defense,P2,https://codes.ohio.gov/ohio-revised-code/section-2945.71
2945.72,Extending time for hearing or trial,Criminal Defense,P2,https://codes.ohio.gov/ohio-revised-code/section-2945.72
2945.73,Delay in hearing or trial,Criminal Defense,P2,https://codes.ohio.gov/ohio-revised-code/section-2945.73
2945.74,Defendant may be convicted of lesser offense,Criminal Defense,P2,https://codes.ohio.gov/ohio-revised-code/section-2945.74
2945.75,Degree of offense - proof of prior convictions,Criminal Defense,P2,https://codes.ohio.gov/ohio-revised-code/section-2945.75
2945.77,Polling jury,Criminal Defense,P2,https://codes.ohio.gov/ohio-revised-code/section-2945.77
2945.78,Recording the verdict,Criminal Defense,P2,https://codes.ohio.gov/ohio-revised-code/section-2945.78
2945.79,Causes for new trial,Criminal Defense,P2,https://codes.ohio.gov/ohio-revised-code/section-2945.79
2945.80,Written motion for new trial,Criminal Defense,P2,https://codes.ohio.gov/ohio-revised-code/section-2945.80
2945.81,Causes to be sustained by affidavits,Criminal Defense,P2,https://codes.ohio.gov/ohio-revised-code/section-2945.81
2945.82,New trial,Criminal Defense,P2,https://codes.ohio.gov/ohio-revised-code/section-2945.82
2945.83,When new trial shall not be granted,Criminal Defense,P2,https://codes.ohio.gov/ohio-revised-code/section-2945.83
2945.831,Motion for new trial not necessary for appellate review,Criminal Defense,P2,https://codes.ohio.gov/ohio-revised-code/section-2945.831
2947.01,Judgment and sentence definitions,Criminal Defense,P2,https://codes.ohio.gov/ohio-revised-code/section-2947.01
2947.02,Motion in arrest of judgment,Criminal Defense,P2,https://codes.ohio.gov/ohio-revised-code/section-2947.02
2947.03,Defects - time limits,Criminal Defense,P2,https://codes.ohio.gov/ohio-revised-code/section-2947.03
2947.04,Effect of arresting judgment,Criminal Defense,P2,https://codes.ohio.gov/ohio-revised-code/section-2947.04
2947.051,Victim impact statement,Criminal Defense,P2,https://codes.ohio.gov/ohio-revised-code/section-2947.051
2947.06,Testimony in mitigation - presentence investigation report - psychologist's or psychiatrist's reports,Criminal Defense,P2,https://codes.ohio.gov/ohio-revised-code/section-2947.06
2947.07,Pronouncing judgment,Criminal Defense,P2,https://codes.ohio.gov/ohio-revised-code/section-2947.07
2947.08,Time of execution where death sentence imposed,Criminal Defense,P2,https://codes.ohio.gov/ohio-revised-code/section-2947.08
2947.09,Failure to pay costs; notice of balance due,Criminal Defense,P2,https://codes.ohio.gov/ohio-revised-code/section-2947.09
2947.14,Hearing on ability to pay fine,Criminal Defense,P2,https://codes.ohio.gov/ohio-revised-code/section-2947.14
2947.15,Labor for nonpayment of fine,Criminal Defense,P2,https://codes.ohio.gov/ohio-revised-code/section-2947.15
2947.151,Reduction of inmate's sentence,Criminal Defense,P2,https://codes.ohio.gov/ohio-revised-code/section-2947.151
2947.16,Recognizance of misdemeanant to keep the peace and be of good behavior,Criminal Defense,P2,https://codes.ohio.gov/ohio-revised-code/section-2947.16
2947.17,Breach of condition of any recognizance,Criminal Defense,P2,https://codes.ohio.gov/ohio-revised-code/section-2947.17
2947.18,Misdemeanants sentenced to workhouse,Criminal Defense,P2,https://codes.ohio.gov/ohio-revised-code/section-2947.18
2947.19,County offenders maintained in city workhouse,Criminal Defense,P2,https://codes.ohio.gov/ohio-revised-code/section-2947.19
2947.20,Health insurance claims of inmates confined in city workhouse,Criminal Defense,P2,https://codes.ohio.gov/ohio-revised-code/section-2947.20
2947.21,Warrant for detaining person in workhouse,Criminal Defense,P2,https://codes.ohio.gov/ohio-revised-code/section-2947.21
2947.22,Temporary confinement in county jail of persons sentenced to workhouse,Criminal Defense,P2,https://codes.ohio.gov/ohio-revised-code/section-2947.22
2947.23,Costs and jury fees - community service to pay judgment,Criminal Defense,P2,https://codes.ohio.gov/ohio-revised-code/section-2947.23
2947.231,Pharmacy board investigative costs included in sentence,Criminal Defense,P2,https://codes.ohio.gov/ohio-revised-code/section-2947.231
2949.01,Execution of sentence definitions,Criminal Defense,P2,https://codes.ohio.gov/ohio-revised-code/section-2949.01
2949.02,Execution of the sentence or judgment suspended,Criminal Defense,P2,https://codes.ohio.gov/ohio-revised-code/section-2949.02
2949.03,Further suspension of sentence,Criminal Defense,P2,https://codes.ohio.gov/ohio-revised-code/section-2949.03
2949.04,Reduction or increase in bail,Criminal Defense,P2,https://codes.ohio.gov/ohio-revised-code/section-2949.04
2949.05,Execution of sentence or judgment,Criminal Defense,P2,https://codes.ohio.gov/ohio-revised-code/section-2949.05
2949.06,Escape after sentence - resentencing,Criminal Defense,P2,https://codes.ohio.gov/ohio-revised-code/section-2949.06
2949.07,No credit for time absent due to escape,Criminal Defense,P2,https://codes.ohio.gov/ohio-revised-code/section-2949.07
2949.08,Custody upon conviction - reduction of sentence for days served,Criminal Defense,P2,https://codes.ohio.gov/ohio-revised-code/section-2949.08
2949.09,Execution for fine and costs of prosecution,Criminal Defense,P2,https://codes.ohio.gov/ohio-revised-code/section-2949.09
2949.091,Additional court costs - additional bail,Criminal Defense,P2,https://codes.ohio.gov/ohio-revised-code/section-2949.091
2949.092,No waiver of specified additional court costs,Criminal Defense,P2,https://codes.ohio.gov/ohio-revised-code/section-2949.092
2949.093,Participation in criminal justice regional information system,Criminal Defense,P2,https://codes.ohio.gov/ohio-revised-code/section-2949.093
2949.094,Additional court costs for moving violation - disposition,Criminal Defense,P2,https://codes.ohio.gov/ohio-revised-code/section-2949.094
2949.10,Execution for fine to issue to other county,Criminal Defense,P2,https://codes.ohio.gov/ohio-revised-code/section-2949.10
2949.11,Fines paid into county treasury to credit of county general fund,Criminal Defense,P2,https://codes.ohio.gov/ohio-revised-code/section-2949.11
2949.111,"Assigning payment toward satisfaction of costs, restitution, fine, or supervision fees",Criminal Defense,P2,https://codes.ohio.gov/ohio-revised-code/section-2949.111
2949.12,Reception facilities for convicted felons,Criminal Defense,P2,https://codes.ohio.gov/ohio-revised-code/section-2949.12
2949.13,Sheriff may require assistance,Criminal Defense,P2,https://codes.ohio.gov/ohio-revised-code/section-2949.13
2949.14,Collection of court costs from felon,Criminal Defense,P2,https://codes.ohio.gov/ohio-revised-code/section-2949.14
2949.15,Writ of execution to pay the costs of prosecution,Criminal Defense,P2,https://codes.ohio.gov/ohio-revised-code/section-2949.15
2949.17,Prisoner transportation - expenses,Criminal Defense,P2,https://codes.ohio.gov/ohio-revised-code/section-2949.17
2949.19,State payment of criminal costs for indigent felons,Criminal Defense,P2,https://codes.ohio.gov/ohio-revised-code/section-2949.19
2949.20,Costs in case of final judgment of reversal,Criminal Defense,P2,https://codes.ohio.gov/ohio-revised-code/section-2949.20
2949.201,Notice to clerks of courts of common pleas as to status of state appropriations for state payment of criminal costs for indigent felons,Criminal Defense,P2,https://codes.ohio.gov/ohio-revised-code/section-2949.201
2949.21,Writ for execution of death penalty,Criminal Defense,P2,https://codes.ohio.gov/ohio-revised-code/section-2949.21
2949.22,Method of execution of death sentence,Criminal Defense,P2,https://codes.ohio.gov/ohio-revised-code/section-2949.22
2949.221,"Confidentiality of manufacturers, suppliers, etc. of drugs for lethal injections",Criminal Defense,P2,https://codes.ohio.gov/ohio-revised-code/section-2949.221
2949.222,Sealing of records,Criminal Defense,P2,https://codes.ohio.gov/ohio-revised-code/section-2949.222
2949.24,Execution and return of warrant for sentence of death,Criminal Defense,P2,https://codes.ohio.gov/ohio-revised-code/section-2949.24
2949.25,Attendance at execution of death sentence,Criminal Defense,P2,https://codes.ohio.gov/ohio-revised-code/section-2949.25
2949.26,Disposing of body of executed convict,Criminal Defense,P2,https://codes.ohio.gov/ohio-revised-code/section-2949.26
2949.27,"Escape, rearrest, and execution",Criminal Defense,P2,https://codes.ohio.gov/ohio-revised-code/section-2949.27
2949.28,Convict sentenced to death appearing to be insane,Criminal Defense,P2,https://codes.ohio.gov/ohio-revised-code/section-2949.28
2949.29,Insanity inquiry procedure,Criminal Defense,P2,https://codes.ohio.gov/ohio-revised-code/section-2949.29
2949.31,Convict sentenced to death appearing to be pregnant,Criminal Defense,P2,https://codes.ohio.gov/ohio-revised-code/section-2949.31
2950.01,Definitions,Criminal Defense | Sex Crimes,P1,https://codes.ohio.gov/ohio-revised-code/section-2950.01
2950.011,Sexually oriented offense; child-victim oriented offense,Criminal Defense | Sex Crimes,P1,https://codes.ohio.gov/ohio-revised-code/section-2950.011
2950.012,Payment of sexual offender registration fee as condition of community control sanction,Criminal Defense | Sex Crimes,P1,https://codes.ohio.gov/ohio-revised-code/section-2950.012
2950.02,Exchange or release of relevant information about sexual predators and habitual sex offenders,Criminal Defense | Sex Crimes,P1,https://codes.ohio.gov/ohio-revised-code/section-2950.02
2950.021,Wrongly classified offenders,Criminal Defense | Sex Crimes,P1,https://codes.ohio.gov/ohio-revised-code/section-2950.021
2950.03,Notice of duty to register and periodically verify information,Criminal Defense | Sex Crimes,P1,https://codes.ohio.gov/ohio-revised-code/section-2950.03
2950.031,Tier-classification of registered sex offenders,Criminal Defense | Sex Crimes,P1,https://codes.ohio.gov/ohio-revised-code/section-2950.031
2950.032,Tier-classification of incarcerated sex offenders,Criminal Defense | Sex Crimes,P1,https://codes.ohio.gov/ohio-revised-code/section-2950.032
2950.033,Continuing duty to comply with terminated provisions,Criminal Defense | Sex Crimes,P1,https://codes.ohio.gov/ohio-revised-code/section-2950.033
2950.034,"Prohibiting offender from establishing residence near school, child care facility",Criminal Defense | Sex Crimes,P1,https://codes.ohio.gov/ohio-revised-code/section-2950.034
2950.035,Unlawful work with or supervision of minors,Criminal Defense | Sex Crimes,P1,https://codes.ohio.gov/ohio-revised-code/section-2950.035
2950.04,Duty to register - form,Criminal Defense | Sex Crimes,P1,https://codes.ohio.gov/ohio-revised-code/section-2950.04
2950.041,Personal registration with sheriff,Criminal Defense | Sex Crimes,P1,https://codes.ohio.gov/ohio-revised-code/section-2950.041
2950.042,Notice of release; verifying registration following release; rules,Criminal Defense | Sex Crimes,P1,https://codes.ohio.gov/ohio-revised-code/section-2950.042
2950.043,Notification of attorney general of delayed registration,Criminal Defense | Sex Crimes,P1,https://codes.ohio.gov/ohio-revised-code/section-2950.043
2950.05,Notice of residence address change,Criminal Defense | Sex Crimes,P1,https://codes.ohio.gov/ohio-revised-code/section-2950.05
2950.06,Periodic verification of current residence address,Criminal Defense | Sex Crimes,P1,https://codes.ohio.gov/ohio-revised-code/section-2950.06
2950.07,Commencement date for duty to register,Criminal Defense | Sex Crimes,P1,https://codes.ohio.gov/ohio-revised-code/section-2950.07
2950.08,Authorized inspection of information and records in possession of bureau of criminal identification and investigation,Criminal Defense | Sex Crimes,P1,https://codes.ohio.gov/ohio-revised-code/section-2950.08
2950.081,Public inspection of information and records in possession of sheriff,Criminal Defense | Sex Crimes,P1,https://codes.ohio.gov/ohio-revised-code/section-2950.081
2950.10,Notifying victim of sexually oriented offense of registration,Criminal Defense | Sex Crimes,P1,https://codes.ohio.gov/ohio-revised-code/section-2950.10
2950.11,Notice of identity and location of offender in specified geographical notification area,Criminal Defense | Sex Crimes,P1,https://codes.ohio.gov/ohio-revised-code/section-2950.11
2950.111,Notification of change or verification of residence address,Criminal Defense | Sex Crimes,P1,https://codes.ohio.gov/ohio-revised-code/section-2950.111
2950.12,Immunity from liability in a civil action to recover damages for injury,Criminal Defense | Sex Crimes,P1,https://codes.ohio.gov/ohio-revised-code/section-2950.12
2950.13,State registry of sex offenders - duties of attorney general,Criminal Defense | Sex Crimes,P1,https://codes.ohio.gov/ohio-revised-code/section-2950.13
2950.131,Database link to current information on offenders,Criminal Defense | Sex Crimes,P1,https://codes.ohio.gov/ohio-revised-code/section-2950.131
2950.132,Conformity of Ohio sex registration laws to federal laws,Criminal Defense | Sex Crimes,P1,https://codes.ohio.gov/ohio-revised-code/section-2950.132
2950.14,Department of rehabilitation and correction to provide information prior to release,Criminal Defense | Sex Crimes,P1,https://codes.ohio.gov/ohio-revised-code/section-2950.14
2950.15,Termination of duty to comply with sex registration laws,Criminal Defense | Sex Crimes,P1,https://codes.ohio.gov/ohio-revised-code/section-2950.15
2950.151,"Review of eligible offender's continued compliance with R.C. 2950.04, 2950.05, and 2950.06",Criminal Defense | Sex Crimes,P1,https://codes.ohio.gov/ohio-revised-code/section-2950.151
2950.16,Certification of sex offender treatment programs,Criminal Defense | Sex Crimes,P1,https://codes.ohio.gov/ohio-revised-code/section-2950.16
2950.17,Possession of photograph of minor child during confinement,Criminal Defense | Sex Crimes,P1,https://codes.ohio.gov/ohio-revised-code/section-2950.17
2950.99,Penalty,Criminal Defense | Sex Crimes,P1,https://codes.ohio.gov/ohio-revised-code/section-2950.99
2951.01,Probation definitions,Criminal Defense,P2,https://codes.ohio.gov/ohio-revised-code/section-2951.01
2951.011,Application of chapter before and after 7-1-96,Criminal Defense,P2,https://codes.ohio.gov/ohio-revised-code/section-2951.011
2951.02,Factors to consider when granting probation or suspending sentence,Criminal Defense,P2,https://codes.ohio.gov/ohio-revised-code/section-2951.02
