section,title,practice_areas_pipe,priority,official_url
2951.021,Monthly supervision fee,Criminal Defense,P2,https://codes.ohio.gov/ohio-revised-code/section-2951.021
2951.022,Supervision of concurrent supervision offender,Criminal Defense,P2,https://codes.ohio.gov/ohio-revised-code/section-2951.022
2951.03,Presentence investigation report,Criminal Defense,P2,https://codes.ohio.gov/ohio-revised-code/section-2951.03
2951.041,Intervention in lieu of conviction,Criminal Defense,P2,https://codes.ohio.gov/ohio-revised-code/section-2951.041
2951.05,Offender on probation control and supervision,Criminal Defense,P2,https://codes.ohio.gov/ohio-revised-code/section-2951.05
2951.06,Release from custody upon entry of order of probation,Criminal Defense,P2,https://codes.ohio.gov/ohio-revised-code/section-2951.06
2951.07,Probationary period,Criminal Defense,P2,https://codes.ohio.gov/ohio-revised-code/section-2951.07
2951.08,Conditions for arrest of person on probation or under community control sanction,Criminal Defense,P2,https://codes.ohio.gov/ohio-revised-code/section-2951.08
2951.10,Final order,Criminal Defense,P2,https://codes.ohio.gov/ohio-revised-code/section-2951.10
2951.13,Attendance at revocation of community control sanction hearing,Criminal Defense,P2,https://codes.ohio.gov/ohio-revised-code/section-2951.13
2953.01,Appeals and post-conviction remedies definitions,Criminal Defense,P2,https://codes.ohio.gov/ohio-revised-code/section-2953.01
2953.02,Review of judgments on appeal,Criminal Defense,P2,https://codes.ohio.gov/ohio-revised-code/section-2953.02
2953.03,Motion for new trial - notice of appeal filed,Criminal Defense,P2,https://codes.ohio.gov/ohio-revised-code/section-2953.03
2953.07,Powers of appellate court,Criminal Defense,P2,https://codes.ohio.gov/ohio-revised-code/section-2953.07
2953.08,Appeal as a matter of right - grounds,Criminal Defense,P2,https://codes.ohio.gov/ohio-revised-code/section-2953.08
2953.09,Execution of the sentence or judgment suspended,Criminal Defense,P2,https://codes.ohio.gov/ohio-revised-code/section-2953.09
2953.10,Power and authority to suspend execution of sentence,Criminal Defense,P2,https://codes.ohio.gov/ohio-revised-code/section-2953.10
2953.11,Custody of defendant under suspended sentence pending appeal,Criminal Defense,P2,https://codes.ohio.gov/ohio-revised-code/section-2953.11
2953.13,Reversal of conviction,Criminal Defense,P2,https://codes.ohio.gov/ohio-revised-code/section-2953.13
2953.14,State may institute appeal,Criminal Defense,P2,https://codes.ohio.gov/ohio-revised-code/section-2953.14
2953.21,Post conviction relief petition,Criminal Defense,P2,https://codes.ohio.gov/ohio-revised-code/section-2953.21
2953.22,Post conviction relief hearing,Criminal Defense,P2,https://codes.ohio.gov/ohio-revised-code/section-2953.22
2953.23,Post conviction relief petition - time for filing,Criminal Defense,P2,https://codes.ohio.gov/ohio-revised-code/section-2953.23
2953.25,Certificate of qualification for employment for persons subject to collateral sanctions,Criminal Defense,P2,https://codes.ohio.gov/ohio-revised-code/section-2953.25
2953.26,Petition for certificate of qualification for housing,Criminal Defense,P2,https://codes.ohio.gov/ohio-revised-code/section-2953.26
2953.31,Sealing or expungement of record of conviction or bail forfeiture - definitions,Criminal Defense,P2,https://codes.ohio.gov/ohio-revised-code/section-2953.31
2953.32,Sealing or expungement of record of conviction record or bail forfeiture; exceptions,Criminal Defense,P2,https://codes.ohio.gov/ohio-revised-code/section-2953.32
2953.33,"[Former R.C. 2953.52, amended and renumbered by S.B. 288, 134th General Assembly, effective 4/4/2023] Sealing of official records after not guilty finding, dismissal of proceedings, grand jury no bill, or pardon",Criminal Defense,P2,https://codes.ohio.gov/ohio-revised-code/section-2953.33
2953.34,Effect of sealing or expungement order under R.C. 2953.32 or 2953.33,Criminal Defense,P2,https://codes.ohio.gov/ohio-revised-code/section-2953.34
2953.35,"[Former R.C. 2953.37, amended and renumbered by S.B. 288, 134th General Assembly, effective 4/4/2023] Expungement of certain convictions relating to firearms",Criminal Defense,P2,https://codes.ohio.gov/ohio-revised-code/section-2953.35
2953.36,"[Former R.C. 2953.38, amended and renumbered by S.B. 288, 134th General Assembly, effective 4/4/2023] Expungement of certain convictions for victims of human trafficking",Criminal Defense,P2,https://codes.ohio.gov/ohio-revised-code/section-2953.36
2953.37,"[Former R.C. 2953.56, renumbered by S.B. 288, 134th General Assembly, effective 4/4/2023] Violations of R.C. 2953.31 to 2953.61 not basis to exclude or suppress certain evidence",Criminal Defense,P2,https://codes.ohio.gov/ohio-revised-code/section-2953.37
2953.39,"Low-level controlled substance offense conviction record sealing or expungement, on prosecutor's motion",Criminal Defense,P2,https://codes.ohio.gov/ohio-revised-code/section-2953.39
2953.521,Expungement of record of not guilty finding or dismissed charges when defendant victim of human trafficking,Criminal Defense,P2,https://codes.ohio.gov/ohio-revised-code/section-2953.521
2953.57,Timing of judgment vacating and setting aside conviction because of DNA testing,Criminal Defense,P2,https://codes.ohio.gov/ohio-revised-code/section-2953.57
2953.58,Effect of sealing order under R.C. 2953.57,Criminal Defense,P2,https://codes.ohio.gov/ohio-revised-code/section-2953.58
2953.59,Law enforcement investigatory work product - sealing order under R.C. 2953.57,Criminal Defense,P2,https://codes.ohio.gov/ohio-revised-code/section-2953.59
2953.60,"Questioning regarding, or release of, records sealed under R.C. 2953.57",Criminal Defense,P2,https://codes.ohio.gov/ohio-revised-code/section-2953.60
2953.61,Multiple charges; sealing or expungement of records,Criminal Defense,P2,https://codes.ohio.gov/ohio-revised-code/section-2953.61
2953.71,Post conviction DNA testing definitions,Criminal Defense,P2,https://codes.ohio.gov/ohio-revised-code/section-2953.71
2953.72,Application for testing,Criminal Defense,P2,https://codes.ohio.gov/ohio-revised-code/section-2953.72
2953.73,Form and service of application,Criminal Defense,P2,https://codes.ohio.gov/ohio-revised-code/section-2953.73
2953.74,Effect of prior tests,Criminal Defense,P2,https://codes.ohio.gov/ohio-revised-code/section-2953.74
2953.75,Prosecutor to use reasonable diligence to obtain biological material for test,Criminal Defense,P2,https://codes.ohio.gov/ohio-revised-code/section-2953.75
2953.76,Prosecutor to consult with testing authority,Criminal Defense,P2,https://codes.ohio.gov/ohio-revised-code/section-2953.76
2953.77,Chain of custody,Criminal Defense,P2,https://codes.ohio.gov/ohio-revised-code/section-2953.77
2953.78,Selection of testing authority,Criminal Defense,P2,https://codes.ohio.gov/ohio-revised-code/section-2953.78
2953.79,Obtaining sample from applicant,Criminal Defense,P2,https://codes.ohio.gov/ohio-revised-code/section-2953.79
2953.80,Criteria for testing authority,Criminal Defense,P2,https://codes.ohio.gov/ohio-revised-code/section-2953.80
2953.81,Test results,Criminal Defense,P2,https://codes.ohio.gov/ohio-revised-code/section-2953.81
2953.83,Rules of criminal procedure applicable,Criminal Defense,P2,https://codes.ohio.gov/ohio-revised-code/section-2953.83
2953.84,Statutory post-conviction DNA testing not exclusive,Criminal Defense,P2,https://codes.ohio.gov/ohio-revised-code/section-2953.84
2961.01,Forfeiture of rights and privileges by convicted felons,Criminal Defense,P2,https://codes.ohio.gov/ohio-revised-code/section-2961.01
2961.02,Person convicted of certain offenses may not serve as public official or employee,Criminal Defense,P2,https://codes.ohio.gov/ohio-revised-code/section-2961.02
2961.03,Revocation and cancellation of license upon conviction of certain crimes,Criminal Defense,P2,https://codes.ohio.gov/ohio-revised-code/section-2961.03
2961.21,Definitions regarding application for certificate of achievement and employability,Criminal Defense,P2,https://codes.ohio.gov/ohio-revised-code/section-2961.21
2961.22,Application for certificate of achievement and employability,Criminal Defense,P2,https://codes.ohio.gov/ohio-revised-code/section-2961.22
2961.23,Individualized consideration; civil liability,Criminal Defense,P2,https://codes.ohio.gov/ohio-revised-code/section-2961.23
2961.24,Rules and regulations,Criminal Defense,P2,https://codes.ohio.gov/ohio-revised-code/section-2961.24
2961.25,"Certificate of qualification for housing; tenant education, training, and readiness program",Criminal Defense,P2,https://codes.ohio.gov/ohio-revised-code/section-2961.25
2963.01,Extradition definitions,Criminal Defense,P2,https://codes.ohio.gov/ohio-revised-code/section-2963.01
2963.02,Arrest and deliverance of fugitives from justice,Criminal Defense,P2,https://codes.ohio.gov/ohio-revised-code/section-2963.02
2963.03,Recognition of demand for extradition,Criminal Defense,P2,https://codes.ohio.gov/ohio-revised-code/section-2963.03
2963.04,Investigation of demand for extradition,Criminal Defense,P2,https://codes.ohio.gov/ohio-revised-code/section-2963.04
2963.05,Extradition of imprisoned person,Criminal Defense,P2,https://codes.ohio.gov/ohio-revised-code/section-2963.05
2963.06,"Surrender where accused was not in other state at time of commission of crime, and has not fled therefrom",Criminal Defense,P2,https://codes.ohio.gov/ohio-revised-code/section-2963.06
2963.07,Complying with demand for extradition - warrant for arrest,Criminal Defense,P2,https://codes.ohio.gov/ohio-revised-code/section-2963.07
2963.08,Authority to arrest,Criminal Defense,P2,https://codes.ohio.gov/ohio-revised-code/section-2963.08
2963.09,Extradition hearing,Criminal Defense,P2,https://codes.ohio.gov/ohio-revised-code/section-2963.09
2963.10,Confinement of prisoner,Criminal Defense,P2,https://codes.ohio.gov/ohio-revised-code/section-2963.10
2963.11,Fugitives from justice,Criminal Defense,P2,https://codes.ohio.gov/ohio-revised-code/section-2963.11
2963.12,Conditions for arrest without warrant,Criminal Defense,P2,https://codes.ohio.gov/ohio-revised-code/section-2963.12
2963.13,Confining fugitive pending demand for extradition,Criminal Defense,P2,https://codes.ohio.gov/ohio-revised-code/section-2963.13
2963.14,Bail by bond,Criminal Defense,P2,https://codes.ohio.gov/ohio-revised-code/section-2963.14
2963.15,Discharge or recommitment of accused fugitive,Criminal Defense,P2,https://codes.ohio.gov/ohio-revised-code/section-2963.15
2963.16,Bond forfeiture,Criminal Defense,P2,https://codes.ohio.gov/ohio-revised-code/section-2963.16
2963.17,Pending criminal prosecution in this state,Criminal Defense,P2,https://codes.ohio.gov/ohio-revised-code/section-2963.17
2963.18,Guilt or innocence of accused not an issue in extradition proceeding,Criminal Defense,P2,https://codes.ohio.gov/ohio-revised-code/section-2963.18
2963.19,Recall of warrant of arrest,Criminal Defense,P2,https://codes.ohio.gov/ohio-revised-code/section-2963.19
2963.20,Governor demand fugitive from this state,Criminal Defense,P2,https://codes.ohio.gov/ohio-revised-code/section-2963.20
2963.21,Written application for requisition for return of person charged,Criminal Defense,P2,https://codes.ohio.gov/ohio-revised-code/section-2963.21
2963.22,Reimbursement of fees and travel expenses,Criminal Defense,P2,https://codes.ohio.gov/ohio-revised-code/section-2963.22
2963.23,Accused not subject to service of process in civil suit until conviction or return to home state,Criminal Defense,P2,https://codes.ohio.gov/ohio-revised-code/section-2963.23
2963.24,Consent to return to demanding state,Criminal Defense,P2,https://codes.ohio.gov/ohio-revised-code/section-2963.24
2963.25,Right to try and punish extradited person not waived by granting demand for extradition,Criminal Defense,P2,https://codes.ohio.gov/ohio-revised-code/section-2963.25
2963.26,Trying extradited person for crimes other than ones subject of extradition request,Criminal Defense,P2,https://codes.ohio.gov/ohio-revised-code/section-2963.26
2963.27,Interpretation and construction,Criminal Defense,P2,https://codes.ohio.gov/ohio-revised-code/section-2963.27
2963.28,Request to federal authorities for extradition,Criminal Defense,P2,https://codes.ohio.gov/ohio-revised-code/section-2963.28
2963.29,Evidence that extradition is sought in good faith for punishment of crime named,Criminal Defense,P2,https://codes.ohio.gov/ohio-revised-code/section-2963.29
2963.30,Interstate agreement on detainers,Criminal Defense,P2,https://codes.ohio.gov/ohio-revised-code/section-2963.30
2963.31,Appropriate court defined,Criminal Defense,P2,https://codes.ohio.gov/ohio-revised-code/section-2963.31
2963.32,Effectuating interstate agreement on detainers,Criminal Defense,P2,https://codes.ohio.gov/ohio-revised-code/section-2963.32
2963.34,Escape and aiding escape while in another state pursuant to interstate agreement on detainers,Criminal Defense,P2,https://codes.ohio.gov/ohio-revised-code/section-2963.34
2963.35,Administrator of interstate agreement on detainers,Criminal Defense,P2,https://codes.ohio.gov/ohio-revised-code/section-2963.35
2967.01,Pardon - parole - probation definitions,Criminal Defense,P2,https://codes.ohio.gov/ohio-revised-code/section-2967.01
2967.02,Administration by adult parole authority,Criminal Defense,P2,https://codes.ohio.gov/ohio-revised-code/section-2967.02
2967.021,Application of chapter before and after 7-1-96,Criminal Defense,P2,https://codes.ohio.gov/ohio-revised-code/section-2967.021
2967.03,"Duties and powers as to pardon, commutation, reprieve or parole",Criminal Defense,P2,https://codes.ohio.gov/ohio-revised-code/section-2967.03
2967.04,Pardons and commutations,Criminal Defense,P2,https://codes.ohio.gov/ohio-revised-code/section-2967.04
2967.05,Release as if on parole of dying prisoner,Criminal Defense,P2,https://codes.ohio.gov/ohio-revised-code/section-2967.05
2967.06,Form of warrants of pardon and commutation,Criminal Defense,P2,https://codes.ohio.gov/ohio-revised-code/section-2967.06
2967.07,"Written applications for pardon, commutation of sentence, or reprieve",Criminal Defense,P2,https://codes.ohio.gov/ohio-revised-code/section-2967.07
2967.08,Reprieve for definite time to person under sentence of death,Criminal Defense,P2,https://codes.ohio.gov/ohio-revised-code/section-2967.08
