section,orc_dash,title,ui_label,url_slug,official_url,priority,practice_areas_pipe,keywords_pipe
2907.17,2907-17,Notice of indictment of mental health professional sent to regulatory or licensing board or agency,ORC 2907.17: Notice of indictment of mental health professional sent to regulatory or licensing board or agency,notice-of-indictment-of-mental-health-professional-sent-to-regulatory-or-licensing-board-or-agency-orc-2907-17,https://codes.ohio.gov/ohio-revised-code/section-2907.17,P1,Criminal Defense | Sex Crimes,Notice of indictment of mental health professional sent to regulatory or licensing board or agency ohio | orc 2907.17 | sex offense ohio | sex offender registration ohio
2907.171,2907-171,Prosecutor's failure to give notice,ORC 2907.171: Prosecutor's failure to give notice,prosecutor-s-failure-to-give-notice-orc-2907-171,https://codes.ohio.gov/ohio-revised-code/section-2907.171,P1,Criminal Defense | Sex Crimes,Prosecutor's failure to give notice ohio | orc 2907.171 | sex offense ohio | sex offender registration ohio
2907.18,2907-18,Notice of conviction of mental health professional sent to regulatory or licensing board or agency,ORC 2907.18: Notice of conviction of mental health professional sent to regulatory or licensing board or agency,notice-of-conviction-of-mental-health-professional-sent-to-regulatory-or-licensing-board-or-agency-orc-2907-18,https://codes.ohio.gov/ohio-revised-code/section-2907.18,P1,Criminal Defense | Sex Crimes,Notice of conviction of mental health professional sent to regulatory or licensing board or agency ohio | orc 2907.18 | sex offense ohio | sex offender registration ohio
2907.19,2907-19,Commercial sexual exploitation of a minor,ORC 2907.19: Commercial sexual exploitation of a minor,commercial-sexual-exploitation-of-a-minor-orc-2907-19,https://codes.ohio.gov/ohio-revised-code/section-2907.19,P1,Criminal Defense | Sex Crimes,Commercial sexual exploitation of a minor ohio | orc 2907.19 | sex offense ohio | sex offender registration ohio
2907.21,2907-21,Compelling prostitution,ORC 2907.21: Compelling prostitution,compelling-prostitution-orc-2907-21,https://codes.ohio.gov/ohio-revised-code/section-2907.21,P1,Criminal Defense | Sex Crimes,Compelling prostitution ohio | orc 2907.21 | sex offense ohio | sex offender registration ohio
2907.22,2907-22,Promoting prostitution,ORC 2907.22: Promoting prostitution,promoting-prostitution-orc-2907-22,https://codes.ohio.gov/ohio-revised-code/section-2907.22,P1,Criminal Defense | Sex Crimes,Promoting prostitution ohio | orc 2907.22 | sex offense ohio | sex offender registration ohio
2907.23,2907-23,Enticement or solicitation to patronize a prostitute; procurement of a prostitute for another,ORC 2907.23: Enticement or solicitation to patronize a prostitute; procurement of a prostitute for another,enticement-or-solicitation-to-patronize-a-prostitute-procurement-of-a-prostitute-for-another-orc-2907-23,https://codes.ohio.gov/ohio-revised-code/section-2907.23,P1,Criminal Defense | Sex Crimes,Enticement or solicitation to patronize a prostitute; procurement of a prostitute for another ohio | orc 2907.23 | sex offense ohio | sex offender registration ohio
2907.231,2907-231,Engaging in prostitution,ORC 2907.231: Engaging in prostitution,engaging-in-prostitution-orc-2907-231,https://codes.ohio.gov/ohio-revised-code/section-2907.231,P1,Criminal Defense | Sex Crimes,Engaging in prostitution ohio | orc 2907.231 | sex offense ohio | sex offender registration ohio
2907.24,2907-24,Soliciting; solicitation after a positive HIV test,ORC 2907.24: Soliciting; solicitation after a positive HIV test,soliciting-solicitation-after-a-positive-hiv-test-orc-2907-24,https://codes.ohio.gov/ohio-revised-code/section-2907.24,P1,Criminal Defense | Sex Crimes,Soliciting; solicitation after a positive HIV test ohio | orc 2907.24 | sex offense ohio | sex offender registration ohio
2907.241,2907-241,Loitering to engage in solicitation - solicitation after positive HIV test,ORC 2907.241: Loitering to engage in solicitation - solicitation after positive HIV test,loitering-to-engage-in-solicitation-solicitation-after-positive-hiv-test-orc-2907-241,https://codes.ohio.gov/ohio-revised-code/section-2907.241,P1,Criminal Defense | Sex Crimes,Loitering to engage in solicitation - solicitation after positive HIV test ohio | orc 2907.241 | sex offense ohio | sex offender registration ohio
2907.25,2907-25,Prostitution - after positive HIV test,ORC 2907.25: Prostitution - after positive HIV test,prostitution-after-positive-hiv-test-orc-2907-25,https://codes.ohio.gov/ohio-revised-code/section-2907.25,P1,Criminal Defense | Sex Crimes,Prostitution - after positive HIV test ohio | orc 2907.25 | sex offense ohio | sex offender registration ohio
2907.26,2907-26,Rules of evidence in brothel and prostitution cases,ORC 2907.26: Rules of evidence in brothel and prostitution cases,rules-of-evidence-in-brothel-and-prostitution-cases-orc-2907-26,https://codes.ohio.gov/ohio-revised-code/section-2907.26,P1,Criminal Defense | Sex Crimes,Rules of evidence in brothel and prostitution cases ohio | orc 2907.26 | sex offense ohio | sex offender registration ohio
2907.27,2907-27,Testing and treatment for venereal diseases and HIV,ORC 2907.27: Testing and treatment for venereal diseases and HIV,testing-and-treatment-for-venereal-diseases-and-hiv-orc-2907-27,https://codes.ohio.gov/ohio-revised-code/section-2907.27,P1,Criminal Defense | Sex Crimes,Testing and treatment for venereal diseases and HIV ohio | orc 2907.27 | sex offense ohio | sex offender registration ohio
2907.28,2907-28,Payment for medical examination and test of any victim or accused,ORC 2907.28: Payment for medical examination and test of any victim or accused,payment-for-medical-examination-and-test-of-any-victim-or-accused-orc-2907-28,https://codes.ohio.gov/ohio-revised-code/section-2907.28,P1,Criminal Defense | Sex Crimes,Payment for medical examination and test of any victim or accused ohio | orc 2907.28 | sex offense ohio | sex offender registration ohio
2907.29,2907-29,Hospital emergency services for victims of sexual offenses,ORC 2907.29: Hospital emergency services for victims of sexual offenses,hospital-emergency-services-for-victims-of-sexual-offenses-orc-2907-29,https://codes.ohio.gov/ohio-revised-code/section-2907.29,P1,Criminal Defense | Sex Crimes,Hospital emergency services for victims of sexual offenses ohio | orc 2907.29 | sex offense ohio | sex offender registration ohio
2907.30,2907-30,Interview of victim by crisis intervention trained officer,ORC 2907.30: Interview of victim by crisis intervention trained officer,interview-of-victim-by-crisis-intervention-trained-officer-orc-2907-30,https://codes.ohio.gov/ohio-revised-code/section-2907.30,P1,Criminal Defense | Sex Crimes,Interview of victim by crisis intervention trained officer ohio | orc 2907.30 | sex offense ohio | sex offender registration ohio
2907.31,2907-31,Disseminating matter harmful to juveniles,ORC 2907.31: Disseminating matter harmful to juveniles,disseminating-matter-harmful-to-juveniles-orc-2907-31,https://codes.ohio.gov/ohio-revised-code/section-2907.31,P1,Criminal Defense | Sex Crimes,Disseminating matter harmful to juveniles ohio | orc 2907.31 | sex offense ohio | sex offender registration ohio
2907.311,2907-311,Displaying matter harmful to juveniles,ORC 2907.311: Displaying matter harmful to juveniles,displaying-matter-harmful-to-juveniles-orc-2907-311,https://codes.ohio.gov/ohio-revised-code/section-2907.311,P1,Criminal Defense | Sex Crimes,Displaying matter harmful to juveniles ohio | orc 2907.311 | sex offense ohio | sex offender registration ohio
2907.32,2907-32,Pandering obscenity,ORC 2907.32: Pandering obscenity,pandering-obscenity-orc-2907-32,https://codes.ohio.gov/ohio-revised-code/section-2907.32,P1,Criminal Defense | Sex Crimes,Pandering obscenity ohio | orc 2907.32 | sex offense ohio | sex offender registration ohio
2907.321,2907-321,Pandering obscenity involving a minor or impaired person,ORC 2907.321: Pandering obscenity involving a minor or impaired person,pandering-obscenity-involving-a-minor-or-impaired-person-orc-2907-321,https://codes.ohio.gov/ohio-revised-code/section-2907.321,P1,Criminal Defense | Sex Crimes,Pandering obscenity involving a minor or impaired person ohio | orc 2907.321 | sex offense ohio | sex offender registration ohio
2907.322,2907-322,Pandering sexually oriented matter involving a minor or impaired person,ORC 2907.322: Pandering sexually oriented matter involving a minor or impaired person,pandering-sexually-oriented-matter-involving-a-minor-or-impaired-person-orc-2907-322,https://codes.ohio.gov/ohio-revised-code/section-2907.322,P1,Criminal Defense | Sex Crimes,Pandering sexually oriented matter involving a minor or impaired person ohio | orc 2907.322 | sex offense ohio | sex offender registration ohio
2907.323,2907-323,Illegal use of minor or impaired person in nudity-oriented material or performance,ORC 2907.323: Illegal use of minor or impaired person in nudity-oriented material or performance,illegal-use-of-minor-or-impaired-person-in-nudity-oriented-material-or-performance-orc-2907-323,https://codes.ohio.gov/ohio-revised-code/section-2907.323,P1,Criminal Defense | Sex Crimes,Illegal use of minor or impaired person in nudity-oriented material or performance ohio | orc 2907.323 | sex offense ohio | sex offender registration ohio
2907.33,2907-33,Deception to obtain matter harmful to juveniles,ORC 2907.33: Deception to obtain matter harmful to juveniles,deception-to-obtain-matter-harmful-to-juveniles-orc-2907-33,https://codes.ohio.gov/ohio-revised-code/section-2907.33,P1,Criminal Defense | Sex Crimes,Deception to obtain matter harmful to juveniles ohio | orc 2907.33 | sex offense ohio | sex offender registration ohio
2907.34,2907-34,Compelling acceptance of objectionable materials,ORC 2907.34: Compelling acceptance of objectionable materials,compelling-acceptance-of-objectionable-materials-orc-2907-34,https://codes.ohio.gov/ohio-revised-code/section-2907.34,P1,Criminal Defense | Sex Crimes,Compelling acceptance of objectionable materials ohio | orc 2907.34 | sex offense ohio | sex offender registration ohio
2907.35,2907-35,Presumptions in obscenity cases,ORC 2907.35: Presumptions in obscenity cases,presumptions-in-obscenity-cases-orc-2907-35,https://codes.ohio.gov/ohio-revised-code/section-2907.35,P1,Criminal Defense | Sex Crimes,Presumptions in obscenity cases ohio | orc 2907.35 | sex offense ohio | sex offender registration ohio
2907.36,2907-36,Declaratory judgment action,ORC 2907.36: Declaratory judgment action,declaratory-judgment-action-orc-2907-36,https://codes.ohio.gov/ohio-revised-code/section-2907.36,P1,Criminal Defense | Sex Crimes,Declaratory judgment action ohio | orc 2907.36 | sex offense ohio | sex offender registration ohio
2907.37,2907-37,Injunction - nuisance,ORC 2907.37: Injunction - nuisance,injunction-nuisance-orc-2907-37,https://codes.ohio.gov/ohio-revised-code/section-2907.37,P1,Criminal Defense | Sex Crimes,Injunction - nuisance ohio | orc 2907.37 | sex offense ohio | sex offender registration ohio
2907.38,2907-38,Permitting unlawful operation of viewing booths depicting sexual conduct,ORC 2907.38: Permitting unlawful operation of viewing booths depicting sexual conduct,permitting-unlawful-operation-of-viewing-booths-depicting-sexual-conduct-orc-2907-38,https://codes.ohio.gov/ohio-revised-code/section-2907.38,P1,Criminal Defense | Sex Crimes,Permitting unlawful operation of viewing booths depicting sexual conduct ohio | orc 2907.38 | sex offense ohio | sex offender registration ohio
2907.39,2907-39,Permitting juvenile on premises of adult entertainment establishment - use of false information to gain entry,ORC 2907.39: Permitting juvenile on premises of adult entertainment establishment - use of false information to gain entry,permitting-juvenile-on-premises-of-adult-entertainment-establishment-use-of-false-information-to-gain-entry-orc-2907-39,https://codes.ohio.gov/ohio-revised-code/section-2907.39,P1,Criminal Defense | Sex Crimes,Permitting juvenile on premises of adult entertainment establishment - use of false information to gain entry ohio | orc 2907.39 | sex offense ohio | sex offender registration ohio
2907.40,2907-40,Illegally operating sexually oriented business,ORC 2907.40: Illegally operating sexually oriented business,illegally-operating-sexually-oriented-business-orc-2907-40,https://codes.ohio.gov/ohio-revised-code/section-2907.40,P1,Criminal Defense | Sex Crimes,Illegally operating sexually oriented business ohio | orc 2907.40 | sex offense ohio | sex offender registration ohio
2907.41,2907-41,Person charged with subsequent sexual offense - setting of bail,ORC 2907.41: Person charged with subsequent sexual offense - setting of bail,person-charged-with-subsequent-sexual-offense-setting-of-bail-orc-2907-41,https://codes.ohio.gov/ohio-revised-code/section-2907.41,P1,Criminal Defense | Sex Crimes,Person charged with subsequent sexual offense - setting of bail ohio | orc 2907.41 | sex offense ohio | sex offender registration ohio
2909.01,2909-01,Arson and related offenses definitions,ORC 2909.01: Arson and related offenses definitions,arson-and-related-offenses-definitions-orc-2909-01,https://codes.ohio.gov/ohio-revised-code/section-2909.01,P1,Criminal Defense,Arson and related offenses definitions ohio | orc 2909.01
2909.02,2909-02,Aggravated arson,ORC 2909.02: Aggravated arson,aggravated-arson-orc-2909-02,https://codes.ohio.gov/ohio-revised-code/section-2909.02,P1,Criminal Defense,Aggravated arson ohio | orc 2909.02
2909.03,2909-03,Arson,ORC 2909.03: Arson,arson-orc-2909-03,https://codes.ohio.gov/ohio-revised-code/section-2909.03,P1,Criminal Defense,Arson ohio | orc 2909.03
2909.04,2909-04,Disrupting public services,ORC 2909.04: Disrupting public services,disrupting-public-services-orc-2909-04,https://codes.ohio.gov/ohio-revised-code/section-2909.04,P1,Criminal Defense,Disrupting public services ohio | orc 2909.04
2909.05,2909-05,Vandalism,ORC 2909.05: Vandalism,vandalism-orc-2909-05,https://codes.ohio.gov/ohio-revised-code/section-2909.05,P1,Criminal Defense,Vandalism ohio | orc 2909.05
2909.06,2909-06,Criminal damaging or endangering,ORC 2909.06: Criminal damaging or endangering,criminal-damaging-or-endangering-orc-2909-06,https://codes.ohio.gov/ohio-revised-code/section-2909.06,P1,Criminal Defense,Criminal damaging or endangering ohio | orc 2909.06
2909.07,2909-07,Criminal mischief,ORC 2909.07: Criminal mischief,criminal-mischief-orc-2909-07,https://codes.ohio.gov/ohio-revised-code/section-2909.07,P1,Criminal Defense,Criminal mischief ohio | orc 2909.07
2909.08,2909-08,Endangering aircraft or airport operations,ORC 2909.08: Endangering aircraft or airport operations,endangering-aircraft-or-airport-operations-orc-2909-08,https://codes.ohio.gov/ohio-revised-code/section-2909.08,P1,Criminal Defense,Endangering aircraft or airport operations ohio | orc 2909.08
2909.081,2909-081,Interfering with operation of aircraft with laser,ORC 2909.081: Interfering with operation of aircraft with laser,interfering-with-operation-of-aircraft-with-laser-orc-2909-081,https://codes.ohio.gov/ohio-revised-code/section-2909.081,P1,Criminal Defense,Interfering with operation of aircraft with laser ohio | orc 2909.081
